decision_id,program_sections,experiment_ids,uncovered_reason,evidence_route,covered,experiment_count,cluster,status,blocker_class
DEC-CRY-071,22.1; 29; 34,EXP-CONF-004; EXP-CRYPTO-016; EXP-EVAL-008,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-072,12; 22.5,EXP-CRYPTO-008; EXP-REMOTE-010,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-073,12; 22.4; 24,EXP-CRYPTO-008; EXP-INT-016; EXP-INT-020; EXP-REMOTE-009; EXP-REMOTE-010,,,Y,5,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-074,22.4; 22.5,EXP-CRYPTO-014,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-075,22.4; 34,EXP-CRYPTO-014; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-076,22.1; 29,EXP-CONF-004; EXP-CRYPTO-013,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-077,22.5; 29,EXP-CONF-003; EXP-CONF-004; EXP-CRYPTO-017,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-078,22.1,EXP-CRYPTO-018,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-079,22.5; 28,EXP-CONF-012; EXP-CRYPTO-016,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-080,22.1; 24,EXP-CRYPTO-010; EXP-CRYPTO-021; EXP-INT-016,,,Y,3,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-081,12; 22.3; 22.5,EXP-CRYPTO-002; EXP-REMOTE-010,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-082,22.4; 33,EXP-CRYPTO-014; EXP-CRYPTO-022; EXP-ECO-016; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,6,crypto,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-CRY-083,22.1; 22.4,EXP-CRYPTO-013,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-084,22.4,EXP-CRYPTO-021,,,Y,1,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-085,29,EXP-CONF-003; EXP-CONF-004,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-086,33; 34,EXP-ECO-015; EXP-ECO-018; EXP-ECO-019; EXP-EVAL-008,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-087,22.4; 22.5; 33,EXP-CRYPTO-014; EXP-ECO-019,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-088,22.1,EXP-CRYPTO-020; EXP-CRYPTO-021,,,Y,2,crypto,EXTERNAL_REVIEW_REQUIRED,EXTERNAL_REVIEW
DEC-CRY-089,22.1; 22.4,EXP-CRYPTO-014,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-090,22.4; 24; 33,EXP-CRYPTO-014; EXP-CRYPTO-022; EXP-ECO-019; EXP-ECO-021; EXP-INT-003,,,Y,5,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-091,22.5; 25; 27,EXP-CRYPTO-019; EXP-LEGACY-010; EXP-LEGACY-050,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-092,22.4; 22.5,EXP-CRYPTO-014,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-093,22.5; 23; 27,EXP-CRYPTO-019; EXP-INT-008; EXP-LEGACY-034,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-094,22.4; 33,EXP-CRYPTO-014; EXP-CRYPTO-022; EXP-ECO-019; EXP-ECO-021,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-095,22.4; 33,EXP-CRYPTO-018; EXP-CRYPTO-022; EXP-ECO-017,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-096,13; 22.4,EXP-CRYPTO-014,"Capability and binding-correctness question (whether sign supports STREAM archives). Its required evidence is a code audit of the sign path and reader dispatch, a functional test that detached signatures over STREAM bind the same roots as over the equivalent INDEXED archive, and a binding-staleness analysis after repack; none is a memory, streaming or parallelism measurement, and no scale result changes the choice.",crypto and integrity domains: code audit (analytical) plus functional signature-binding tests on generated STREAM/INDEXED pairs; memory of a single-pass detached sign over large STREAM archives can reuse EXP-SCALE-001 cells if a prototype is built,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-097,22.1; 22.4,EXP-CRYPTO-013,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-098,22.1; 32,EXP-CRYPTO-013,"TSA algorithm admission needs RFC reading, a TSA survey and real-token verification owned by the crypto domain",Crypto domain (program section 22.1); external review for algorithm admission,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-099,22.4,EXP-CRYPTO-013,,,Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-100,22.4; 33,EXP-CRYPTO-013,Timestamp trust anchors and reference time need a threat model and platform trust-store support checks owned by the crypto domain,Crypto domain (section 22.4),Y,1,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-101,22.4; 32; 33,EXP-CRYPTO-022; EXP-ECO-001; EXP-ECO-018; EXP-ECO-021,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-CRY-102,22.4; 34,EXP-CRYPTO-014; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-103,22.4; 29; 34,EXP-CONF-004; EXP-CRYPTO-014; EXP-EVAL-008,,,Y,3,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-104,22.1; 24,EXP-CRYPTO-014; EXP-CRYPTO-016,"Outcome class and directory representation for unknown recipient stanza types is a crypto-v1 envelope conformance question (program 22.1) with an oracle-disclosure analysis; no integrity-specific damage, localization, verification-state or parity measurement bears on it beyond the stanza tamper cases already enumerated in EXP-INT-016 for DEC-CRY-080.",EMPIRICAL crafted-envelope conformance tests and FORMAL oracle analysis in the crypto domain; human diagnosis evaluation routed to the ecosystem domain's simulated evaluations (section 4.16) or external review (at design time indexed by crypto EXP-CRYPTO-014 and EXP-CRYPTO-016),Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-105,22.1; 24,EXP-CRYPTO-010; EXP-CRYPTO-015,"Unlock continuation after a commitment or envelope MAC failure is a cryptographic construction and oracle question (insider poisoning against canonical stanza order) that the method routes to formal analysis and external review (section 8.3); internal tamper testing cannot settle its security, and the relevant stanza tamper corpus is already part of EXP-INT-016.",EXTERNAL: crypto domain dossier with formal-analysis coverage of unlock semantics; EMPIRICAL insider-poisoning construction tests designed by the crypto domain (at design time indexed by crypto EXP-CRYPTO-010 and EXP-CRYPTO-015),Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-106,22.1; 28; 31,EXP-CONF-012; EXP-CRYPTO-011; EXP-CRYPTO-021; EXP-ECO-001,,,Y,4,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-107,22.1; 34,EXP-CRYPTO-020; EXP-EVAL-008,,,Y,2,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-CRY-108,21; 22.4; 33,EXP-CRYPTO-018; EXP-CRYPTO-022; EXP-ECO-017; EXP-PLAT-016; EXP-PLAT-020,,,Y,5,crypto,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-001,32,EXP-ECO-011; EXP-ECO-022,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-002,32,EXP-ECO-006,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-003,32; 34,EXP-ECO-004; EXP-ECO-005; EXP-EVAL-008,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-004,32,EXP-ECO-006; EXP-ECO-008; EXP-ECO-013; EXP-ECO-022,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-005,32; 33,EXP-ECO-013; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-006,33,EXP-ECO-001; EXP-ECO-015,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-007,33; 34,EXP-ECO-015; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021; EXP-EVAL-008,,,Y,5,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-008,33,EXP-ECO-013; EXP-ECO-015,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-009,33,EXP-ECO-013; EXP-ECO-015; EXP-ECO-018,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-010,29; 33,EXP-CONF-005; EXP-CONF-012; EXP-ECO-013; EXP-ECO-015; EXP-ECO-021; EXP-ECO-022,,,Y,6,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-011,33,EXP-ECO-013; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-012,28; 29,EXP-CONF-001; EXP-CONF-003; EXP-CONF-004; EXP-CONF-005,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-013,29,EXP-CONF-003; EXP-CONF-004; EXP-CONF-005; EXP-CONF-011,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-014,29,EXP-CONF-005; EXP-CONF-013; EXP-CONF-014,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-015,32,EXP-ECO-011,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-016,28; 31,EXP-ECO-001; EXP-ECO-003; EXP-RECON-011,"Crate and feature partitioning is evaluated by dependency count, build time, binary size and byte-identity across feature combinations of production crates; the independent Go reader of EXP-CONF-001 gives only a descriptive size reference, not evidence for any partition candidate.","dependency/ecosystem domain (program §31): cargo tree and build measurements per partition candidate, byte-identity checks across feature sets",Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-017,31,EXP-ECO-001,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-018,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-019,32,EXP-ECO-006; EXP-ECO-022,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-020,32; 33,EXP-ECO-012; EXP-ECO-021,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-021,29,EXP-CONF-011,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-022,22.1; 32,EXP-CRYPTO-021; EXP-ECO-022,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-023,33,EXP-ECO-016; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-024,33,EXP-ECO-015; EXP-ECO-019,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-025,32,EXP-ECO-012,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-026,8.1; 32,,"Legal freedom-to-operate (patent) question about the chunker (normalized Gear, FastCDC-style) and related algorithms; no measurement can answer it and internal agents are not qualified counsel (decision-method section 8.3: legal/licence interpretation beyond SPDX lists requires external review). || Freedom-to-operate review of chunker and algorithms is a legal question requiring qualified patent counsel; no experiment can settle it",EXTERNAL_REVIEW_REQUIRED: internal dossier listing each candidate chunker construction (EXP-CHUNK-002/006 candidate tables) with primary-source publication dates opened and cited at locators by the dossier author (section 9.3) and the frozen chunker identifiers at stake; patent search and FTO opinion by qualified counsel; the decision stays EXTERNAL_REVIEW_REQUIRED until the review is received and dispositioned. || EXTERNAL_REVIEW_REQUIRED: patent search and opinion by qualified counsel (decision-method 8.3); prior-art dates compiled as EXTERNALLY_SOURCED dossier,N,0,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-027,32,,Sustainability and funding model is an owner resourcing decision; funder inquiries require owner outreach,Owner decision; maintenance-cost inputs available from EXP-ECO-004 (merge-gate runtime and coverage) and EXP-ECO-001 (dependency review burden); funder contact via owner (EXP-ECO-022 route),N,0,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-028,30,EXP-CONF-008; EXP-CONF-009; EXP-CONF-013,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-029,30,EXP-CONF-008; EXP-CONF-009; EXP-CONF-010; EXP-CONF-014,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-030,32,EXP-ECO-011; EXP-ECO-022,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-031,6; 35,EXP-EVAL-001; EXP-EVAL-002; EXP-EVAL-005; EXP-EVAL-006; EXP-EVAL-007; EXP-EVAL-009; EXP-EVAL-011; EXP-EVAL-012,,,Y,8,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-032,28; 29,EXP-CONF-001; EXP-CONF-002; EXP-CONF-010; EXP-CONF-013,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-033,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-034,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-035,32,EXP-ECO-006; EXP-ECO-011; EXP-ECO-019; EXP-ECO-022,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-036,33,EXP-ECO-015; EXP-ECO-019; EXP-ECO-021,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-037,31; 34,EXP-EVAL-008,"Publishing a security policy, maintainers and funding commitment is an owner governance decision; the comparable-policy evidence is documentary","Owner decision informed by a literature/primary-document comparison of tar-rs, zip2, CPython, Go, libarchive and C2SP policies (EXTERNALLY_SOURCED)",Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-038,28; 31,EXP-CONF-001; EXP-CONF-002; EXP-CONF-013; EXP-ECO-001; EXP-ECO-003,,,Y,5,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-039,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-040,32; 34,EXP-ECO-022; EXP-EVAL-008,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-041,28; 31,EXP-CONF-010; EXP-CONF-014; EXP-ECO-001; EXP-ECO-003; EXP-ECO-005,,,Y,5,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-042,29; 34,EXP-CONF-004; EXP-CONF-005; EXP-CONF-006; EXP-CONF-013; EXP-CONF-014; EXP-EVAL-008,,,Y,6,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-043,32; 35,EXP-ECO-006; EXP-ECO-012; EXP-ECO-022; EXP-EVAL-002; EXP-EVAL-005; EXP-EVAL-012,,,Y,6,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-044,32; 33,EXP-ECO-013; EXP-ECO-017; EXP-ECO-018,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-045,3; 28,EXP-CONF-001; EXP-CONF-003,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-046,29; 32,EXP-CONF-005; EXP-CONF-011; EXP-ECO-022,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-047,6; 25; 29,EXP-CONF-011; EXP-CONF-014; EXP-LEGACY-001; EXP-LEGACY-002; EXP-LEGACY-003; EXP-LEGACY-005,"Technical content (which ZIP/tar/7z implementations populate the observed-outcome matrix, pinning, regeneration, divergence definitions, positive controls) is differential runtime testing, not whole-system evaluation.",legacy domain (program 25-27) differential-testing experiments and conformance domain (program 28-30) corpus/versioning experiments.,Y,6,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-048,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-049,33; 34,EXP-ECO-013; EXP-ECO-018; EXP-EVAL-008,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-050,32,EXP-ECO-011; EXP-ECO-022,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-051,31,EXP-ECO-001; EXP-ECO-002,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-052,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-053,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-054,32,,"Scope boundary with packaging, backup, filesystem-image and attestation formats is analytical against SPEC section 24 non-goals and the invariant rule",Analytical: data-structure needs comparison against the EAM and non-goals; owner decision; demand evidence from EXP-ECO-022 when unblocked,N,0,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-055,33; 35,EXP-ECO-018; EXP-ECO-019; EXP-ECO-021; EXP-EVAL-012,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-056,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-057,32; 33,EXP-ECO-006; EXP-ECO-009; EXP-ECO-010; EXP-ECO-019; EXP-ECO-021,,,Y,5,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-058,2; 32; 34; 35,EXP-ECO-022; EXP-EVAL-008; EXP-EVAL-012,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-059,32,EXP-ECO-022,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-060,28,EXP-CONF-002,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-061,32; 34,EXP-EVAL-008,"SECURITY.md contents, embargo length and advisory channels are an owner policy decision; evidence is documentary","Owner decision informed by incumbent policy comparison (libarchive, Go, CPython, RustSec) and the TARmageddon coordination timeline as EXTERNALLY_SOURCED primary documents",Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-062,32,EXP-ECO-006; EXP-ECO-007; EXP-ECO-018; EXP-ECO-022,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-063,22.4; 33,EXP-CRYPTO-014; EXP-CRYPTO-022; EXP-ECO-018; EXP-ECO-019,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-064,22.4; 33,EXP-CRYPTO-022; EXP-ECO-019; EXP-ECO-021,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-065,32,EXP-ECO-006; EXP-ECO-014; EXP-ECO-022,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-066,33,EXP-ECO-015; EXP-ECO-018; EXP-ECO-019; EXP-ECO-021,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,HUMAN_PARTICIPANTS
DEC-ECO-067,29; 31; 34,EXP-ECO-001; EXP-EVAL-008,Licence choice and archival venue are legal and governance decisions; licence interpretation beyond SPDX lists is EXTERNAL (decision-method §8.3); provenance audit of fixtures is analytical.,"owner decision with licence review (external where interpretation is needed); fixture provenance audit by the ecosystem domain (program §31, §34); EXP-CONF-013 depends on its outcome",Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-068,34,EXP-EVAL-008,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-069,32; 35,EXP-EVAL-001; EXP-EVAL-002; EXP-EVAL-005; EXP-EVAL-006; EXP-EVAL-012,Which system-level and incumbent-comparison claims may be published depends on the held-out system evaluation and per-cell incumbent survey owned by the evaluation domain,Evaluation domain (program sections 34-35): held-out system evaluation and falsification exercises; ecosystem inputs are negative results from EXP-ECO-006/008/011,Y,5,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-070,6; 35,EXP-EVAL-001; EXP-EVAL-002; EXP-EVAL-005; EXP-EVAL-006; EXP-EVAL-012; EXP-EVAL-013,,,Y,6,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-071,31,EXP-ECO-001; EXP-ECO-004; EXP-ECO-005,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-072,22.4; 32,EXP-CRYPTO-021; EXP-ECO-007; EXP-ECO-014,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-073,31; 34,EXP-ECO-004; EXP-ECO-005; EXP-EVAL-008,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-074,31,EXP-ECO-001,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-075,32,EXP-ECO-006; EXP-ECO-011; EXP-ECO-022,,,Y,3,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-076,5; 35,EXP-EVAL-007; EXP-EVAL-010; EXP-EVAL-011; EXP-EVAL-012,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-077,5; 35,EXP-EVAL-001; EXP-EVAL-007; EXP-EVAL-010; EXP-EVAL-011; EXP-EVAL-012,,,Y,5,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-078,3; 9; 10,,"Method decision (which pre-registered selection rule governs every decision). Its evidence is the committed decision-method.md pre-registration, the section 14 item 9 full rule simulation on synthetic and pilot tables, and the independent round-2 method review; planner experiments consume the rule and cannot evidence it without circularity.","research/decision-method.md and research/methods/method-review-round1.md; section 14 item 9 rule simulation outputs under research/methods/; round-2 method review (RD-4 gates); analytical, no experiment",N,0,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-079,3; 34,EXP-EVAL-008,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-080,34; 35,EXP-EVAL-008; EXP-EVAL-012,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-081,3; 7,EXP-EVAL-009,,,Y,1,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-082,7,EXP-EVAL-003; EXP-EVAL-004,,,Y,2,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-ECO-083,33; 34,EXP-ECO-018; EXP-ECO-019; EXP-ECO-021; EXP-EVAL-008,,,Y,4,ecosystem,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-001,23,EXP-INT-007,,,Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-002,8.5; 24,EXP-CROSSFILE-004; EXP-CROSSFILE-006; EXP-INT-001,,,Y,3,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-003,21; 24; 33,EXP-INT-005; EXP-INT-018; EXP-INT-019; EXP-PLAT-016; EXP-PLAT-017,Crash-safe output transaction pattern needs crash and disk-full injection on NTFS and ext4 owned by the integrity and platform domains,"Integrity domain (sections 21, 24) crash-injection experiments; ecosystem records only workflow-level residual state (EXP-ECO-006 FX-KILL, reported there)",Y,5,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-004,21; 33,EXP-ECO-016; EXP-ECO-018; EXP-ECO-019; EXP-PLAT-014,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-005,23; 33,EXP-INT-007; EXP-INT-008,"Behaviour of commands on Sidecar and Incremental roles needs the integrity scenario matrix; the roles are not implemented, so no CLI message census is possible yet",Integrity domain (section 23) behaviour matrix and conformance cases,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-006,24; 29; 35,EXP-CONF-004; EXP-EVAL-012; EXP-INT-001; EXP-INT-002,,,Y,4,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-007,24; 29,EXP-INT-001; EXP-INT-004,"Continue-on-failure verification is judged by localisation accuracy against ground truth and resource amplification of reporting, which are integrity measurements (OD-14, MVT-15); conformance cases provide fault maps but not the decision's evidence.",integrity domain (program §24): fault-injection localisation precision/recall and continue-on-error amplification on hostile archives; F-TRUNC ground-truth maps of EXP-CONF-004 are reusable inputs,Y,2,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-008,8.6; 24; 30,EXP-CODEC-005; EXP-CODEC-007; EXP-CONF-004; EXP-CONF-009; EXP-INT-013,,,Y,5,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-009,22.5; 23,EXP-CRYPTO-021,"Post-v1 encrypted Sidecar or Incremental archives: the leakage of external plaintext digests is formally derivable (any holder of a candidate file confirms its presence from an unencrypted content digest with advantage 1 under the committed observer model), cross-archive dedup side channels and key-domain design require external cryptographic review, and demand is a human and adoption question. No integrity experiment adds evidence the formal argument does not already give.",FORMAL leakage argument recorded in the ledger by the crypto domain; EXTERNAL crypto review dossier for key-domain design; demand evidence via the ecosystem domain's adoption workflows (program 32); depends on DEC-INT-037 and DEC-MOD-001 dispositions informed by EXP-INT-007 and EXP-INT-008 (at design time indexed by crypto EXP-CRYPTO-021),Y,1,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-010,12; 22.5; 24,EXP-CRYPTO-008; EXP-CRYPTO-010; EXP-CRYPTO-021; EXP-INT-016; EXP-INT-020; EXP-REMOTE-010,,,Y,6,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
DEC-INT-011,24; 32,EXP-ECO-007; EXP-ECO-010; EXP-INT-009; EXP-INT-011; EXP-INT-020,,,Y,5,integrity,INSUFFICIENT_EVIDENCE,EVIDENCE
