req_id,cluster,kind,requirement_or_question,source,source_location,additional_sources,superseding_authority,supersession_note,implementation_state,implementation_evidence,evidence_state,research_needed,decision_needed,decision_ids,release_relevance,program_sections
REQ-LEG-0179,legacy,CLAIM_NEEDING_EVIDENCE,"On 285 real tars (npm-dominated head), dangerous constructs (duplicate, absolute or '..' paths, hardlink before target, symlinks, GNU longname, missing or trailing end marker, checksum mismatch, mixed dialects) were zero (upper bound 1.33% each); reproducibility constructs dominated: unsorted names 97.2%, empty uname/gname 96.5%, uid/gid 0 88.1%, pax mtime 1.8%, hardlinks 1.1%.",R3,§5.3 L208 [r3-a-0073],"[{""source"": ""R3"", ""location"": ""§5.3 L199"", ""local_key"": ""r3-a-0067""}, {""source"": ""R3"", ""location"": ""§5.3 L200"", ""local_key"": ""r3-a-0068""}, {""source"": ""R3"", ""location"": ""§5.3 L201-202"", ""local_key"": ""r3-a-0069""}, {""source"": ""R3"", ""location"": ""§5.3 L203-204"", ""local_key"": ""r3-a-0070""}, {""source"": ""R3"", ""location"": ""§5.3 L205"", ""local_key"": ""r3-a-0071""}, {""source"": ""R3"", ""location"": ""§5.3 L206"", ""local_key"": ""r3-a-0072""}]",R3 §5.3 (no later authority),"Measured but n=285 from one ecosystem; unrepresentative of Debian, crates or backups where symlinks and long names are expected.",PARTIAL,"n/a (prevalence evidence); Entrybound strict refuses duplicates, unsafe paths and trailing data (tar.rs:224-246, 1352-1375) but was not run over this sample.",SUPPORTED_WITH_LIMITATIONS,"Replicate on Debian orig tarballs, crates, sdists and backups; run Entrybound strict import over the same 285 tars.",Do tail-population rates confirm zero-prevalence rules as safe strict defaults?,DEC-LEG-058,V1_IMPORTANT,25; 35
REQ-LEG-0180,legacy,FROZEN_DECISION,"tar-strict v1 supports POSIX ustar, pax global and per-entry headers, GNU long-name and long-link records and GNU base-256 numbers; SPEC Tier 1 also names v7 and star with dialect detection, R1 requires v7, ustar, GNU and pax readers, and R2 treats unterminated uname/gname (a GNU tar 1.30 parsing defect case) as effectively required.",docs/tar-import-v1.md,§Structure and authorities L16-18 [docs-legacy-0118],"[{""source"": ""docs/tar-import-v1.md"", ""location"": ""Status L3-5"", ""local_key"": ""docs-legacy-0115""}, {""source"": ""docs/tar-import-v1.md"", ""location"": ""§Structure and authorities L16-18"", ""local_key"": ""docs-legacy-0119""}, {""source"": ""SPEC"", ""location"": ""§14.4 L1649"", ""local_key"": ""spec-05-0184""}, {""source"": ""R1"", ""location"": ""§3.1 L135"", ""local_key"": ""r1-a-0062""}, {""source"": ""R1"", ""location"": ""§16 L995"", ""local_key"": ""r1-b-0246""}, {""source"": ""R2"", ""location"": ""§16 rule table L533"", ""local_key"": ""r2-0227""}, {""source"": ""R1"", ""location"": ""§3.1 L127"", ""local_key"": ""r1-a-0058""}, {""source"": ""R1"", ""location"": ""§3.1 L131"", ""local_key"": ""r1-a-0060""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:404-459"", ""local_key"": ""code-legacy-b-0095""}, {""source"": ""R1"", ""location"": ""§8.1 L557"", ""local_key"": ""r1-a-0254""}]","docs/tar-import-v1.md Status L3-5, §Structure and authorities L16-18","Repo narrows SPEC §14.4 Tier 1 and R1 §16; v7 (no magic), old-GNU layout, star/Solaris headers, multi-volume and volume labels are not stated as supported.",PARTIAL,"tar.rs:259-274 fixed ustar layout; tar.rs:404-459 GNU L/K; tar.rs:1430-1462 base-256; other typeflags ('V', 'M', 'D', 'X') refused as unsupported (tar.rs:888-898); dialect recorded only via format.magic/format.version observations.",INSUFFICIENT,"Dialect prevalence survey (distribution tarballs, backups, GNU incremental, star); per-dialect differential across GNU tar, bsdtar and Python tarfile; unterminated 32-octet uname/gname case.",Which tar dialects must strict import accept for v1?,DEC-LEG-064,V1_BLOCKING,25
REQ-LEG-0181,legacy,CLAIM_NEEDING_EVIDENCE,"The checked tar evidence file was curated by hand: probe.py produces neither the entrybound-strict column nor 'accepted-listing' labels, and its duplicate-name reason EB_DUPLICATE_LOGICAL_PATH does not match the code string EB_EAM_DUPLICATE_LOGICAL_PATH.",code:tools/tar-strict/observed-outcomes-v1.json,tools/tar-strict/observed-outcomes-v1.json:13-43 [code-deps-tests-tools-0232],[],crates/entrybound/src/diagnostics.rs:210,Code supersedes the evidence file's reason string.,PARTIAL,tools/tar-strict/observed-outcomes-v1.json:19 EB_DUPLICATE_LOGICAL_PATH vs diagnostics.rs:210 EB_EAM_DUPLICATE_LOGICAL_PATH; probe.py output schema L104-124.,CONTRADICTED,"Regenerate tar and zip-compat evidence mechanically, with Entrybound outcomes produced by the real adapter.","Must checked differential evidence be machine-generated, including Entrybound outcomes?",DEC-ECO-047,V1_IMPORTANT,25; 29
REQ-LEG-0182,legacy,OPEN_QUESTION,"Tarballs made with 'tar -C dir .' contain './'-prefixed members and a '.' root entry; strict refuses any '.' component rather than treating a leading './' as a validated equivalence, and cross-implementation behaviour for empty names and '.'/'./' entries is unverified.",docs/tar-import-v1.md,§Projection and safety L49-51 [docs-legacy-0132],"[{""source"": ""R2"", ""location"": ""§25 Still open Q9 L758"", ""local_key"": ""r2-0336""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:1366-1372"", ""local_key"": ""code-legacy-b-0127""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:887-914"", ""local_key"": ""code-legacy-b-0115""}]",docs/tar-import-v1.md L48-51 ('.'/'..' refused rather than normalized); docs/tar-import-v1.md L48-51 (refuse rather than normalize),Repo freeze refuses; I5/I27 make '.' natively unrepresentable but do not decide import normalisation. The sibling shard holds code-legacy-b-0127 on the same refusal.,IMPLEMENTED,"tar.rs:1366-1371 refuses empty and '.' components; no './' fixture found. | tar.rs:887-914, 1366-1372; no test for ./ prefixes",INSUFFICIENT,"Measure './' prevalence (Debian data.tar, rootfs and backup tarballs); differential of './', '.' and empty-name members across GNU tar, bsdtar and Python tarfile. | Prevalence of ./-prefixed members in release tarballs and distribution packages; pre-POSIX tar differential.",Should a leading './' (and empty-name or '.' entries) be accepted as a recorded equivalence? | Whether strict or a compat profile canonicalises a leading ./ (and the . root entry) and V7 trailing-slash directories.,DEC-LEG-065; DEC-PLT-034,V1_BLOCKING,16; 25; 32
REQ-LEG-0183,legacy,INVARIANT,"Duplicate reconciled logical paths are refused with EB_EAM_DUPLICATE_LOGICAL_PATH; tar append/update last-member-wins is unsupported. Incumbents diverge: GNU tar and bsdtar extract all in order (last wins), tarfile.getmember returns last, .NET ZipFile throws, Android split was CVE-2013-4787, and OCI forbids duplicate layer paths (EB-T001 case).",code:crates/entrybound/src/legacy/tar.rs,crates/entrybound/src/legacy/tar.rs:634-643 [code-legacy-b-0102],"[{""source"": ""R1"", ""location"": ""§8.2 L566"", ""local_key"": ""r1-a-0260""}, {""source"": ""R3-INSTR"", ""location"": ""cases/manifest.json:277-287; gencases.py:173-176; out/diff2.json:1247-1283"", ""local_key"": ""r3-b-0237""}]",docs/tar-import-v1.md L48-51,,IMPLEMENTED,tar.rs:634-643; test empty_duplicate_ancestor_extension_and_special_cases_are_bounded tar.rs:2113-2231,SUPPORTED_WITH_LIMITATIONS,Record Entrybound outcome for EB-T001 in the observed-outcome matrix.,Whether a compat profile supports tar -r/-u last-wins semantics.,DEC-LEG-069,V1_BLOCKING,25; 29
REQ-LEG-0184,legacy,INVARIANT,"Two all-zero blocks terminate a tar; a single zero block, nonzero bytes after the terminator, a missing end marker, or an archive ending with a pax/GNU long-name record without a target entry are refused; extra zero blocks are observed. Python tarfile and bsdtar accept single-block and trailing-garbage cases.",code:crates/entrybound/src/legacy/tar.rs,crates/entrybound/src/legacy/tar.rs:224-249 [code-legacy-b-0078],"[{""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:544-546"", ""local_key"": ""code-legacy-b-0079""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:547-551"", ""local_key"": ""code-legacy-b-0097""}, {""source"": ""docs/tar-import-v1.md"", ""location"": ""§Projection and safety L73-75"", ""local_key"": ""docs-legacy-0140""}, {""source"": ""docs/tar-import-v1.md"", ""location"": ""§Projection and safety L73-75; §Differential development evidence L104-108"", ""local_key"": ""docs-legacy-0141""}, {""source"": ""code:tools/tar-strict/observed-outcomes-v1.json"", ""location"": ""tools/tar-strict/observed-outcomes-v1.json:27-32"", ""local_key"": ""code-deps-tests-tools-0229""}, {""source"": ""code:tools/tar-strict/observed-outcomes-v1.json"", ""location"": ""tools/tar-strict/observed-outcomes-v1.json:33-38"", ""local_key"": ""code-deps-tests-tools-0230""}, {""source"": ""R3"", ""location"": ""§9 TAR table L503"", ""local_key"": ""r3-a-0166""}, {""source"": ""R3"", ""location"": ""§9 TAR table L504"", ""local_key"": ""r3-a-0167""}, {""source"": ""R3-INSTR"", ""location"": ""cases/manifest.json:343-353; gencases.py:200-203; out/diff2.json:1475-1511"", ""local_key"": ""r3-b-0243""}, {""source"": ""R3-INSTR"", ""location"": ""cases/manifest.json:354-364; gencases.py:204-208; out/diff2.json:1513-1550"", ""local_key"": ""r3-b-0244""}, {""source"": ""R3-INSTR"", ""location"": ""cases2/manifest.json:42-51; gencases2.py:64-68; out/diff_t2.json:153-189"", ""local_key"": ""r3-b-0249""}, {""source"": ""R1"", ""location"": ""§8.3 Tier3 L600"", ""local_key"": ""r1-a-0312""}]","docs/tar-import-v1.md L32-33, L73-75; docs/tar-import-v1.md L73-75, L102-108",Repo freeze is stricter than every probed incumbent and than R3's ACCEPTABLE class for EB-T007; R1 only requires the default to be documented because --ignore-zeros is opt-in. Real-world frequency is unmeasured.,IMPLEMENTED,"tar.rs:224-249, 544-551; test strict_tar_rejects_checksum_paths_links_conflicts_and_trailing_garbage tar.rs:1927-1995; tools/tar-strict/observed-outcomes-v1.json | tar.rs:224-246 end-marker handling; tar.rs:544 missing end marker refused; tools/tar-strict/observed-outcomes-v1.json:27-38; test tar.rs:1928-1996.",SUPPORTED_WITH_LIMITATIONS,"Probe GNU tar (absent from differential evidence); prevalence of unterminated tars from interrupted pipelines. | Corpus measurement of single-block, missing-marker, trailing-garbage and concatenated tarballs; replay EB-T007, T008 and T013 through Entrybound.","Whether a versioned tar compat profile accepts single-block termination, trailing garbage or unterminated tars. | Should strict import accept single-block or missing terminators, and how are appended members surfaced?",DEC-LEG-061; DEC-LEG-069,V1_IMPORTANT,25; 29
REQ-LEG-0185,legacy,OPEN_QUESTION,"Tar export dialect choices: ustar paths reach 255 bytes only when splittable, symlink targets cap at 100 bytes, octal caps size at 8 GiB and ids at 2^21; ustar mtime ends 2242 with no atime/ctime; pax vendor keywords must be uppercase-prefixed; paths over 255 bytes are policy (error, truncate, GNU, pax per Commons Compress); ustar or pax by default; GNU tar pax output adds atime/ctime while Python writes mtime only; output lacks 10,240-byte blocking padding.",R1,§21 item15 L1132 [r1-b-0338],"[{""source"": ""R1"", ""location"": ""§3.1 L129"", ""local_key"": ""r1-a-0059""}, {""source"": ""R1"", ""location"": ""§8.3 Tier2 L598"", ""local_key"": ""r1-a-0293""}, {""source"": ""APPX/metadata.md"", ""location"": ""A1 archive-container L54"", ""local_key"": ""appx-metadata-0020""}, {""source"": ""APPX/metadata.md"", ""location"": ""A1 archive-container L54"", ""local_key"": ""appx-metadata-0022""}, {""source"": ""R3"", ""location"": ""§6.3 L274"", ""local_key"": ""r3-a-0083""}, {""source"": ""docs/tar-export-v1.md"", ""location"": ""§pax and timestamps L52"", ""local_key"": ""docs-legacy-0266""}]",docs/tar-export-v1.md (pax per entry when needed),Repo froze pax-when-needed; vendor keyword prefix unused so far.,IMPLEMENTED,"export.rs:1487-1568, 1636-1678",INSUFFICIENT,Consumer compatibility matrix for pax headers and missing blocking padding; audit future keywords for VENDOR.keyword compliance.,"Default dialect, vendor prefix for any Entrybound pax keys, and padding policy for future profiles.",DEC-LEG-028,V1_IMPORTANT,27
REQ-LEG-0186,legacy,OPEN_QUESTION,"Large uid/gid encoding is an unresolvable choice (one loses star, the other busybox). GNU pax sparse has three incompatible encodings: 0.0 repeats keys contrary to POSIX, 0.1 uses a long map string, 1.0 moves the map into data and is the only variant degrading safely; pax itself is stable since 1990s while GNU sparse 0.0/0.1 are effectively GNU-only; OCI says sparse files should not be used.",R1,§8.1 L556 [r1-a-0253],"[{""source"": ""R1"", ""location"": ""§8.2 L590"", ""local_key"": ""r1-a-0271""}, {""source"": ""APPX/metadata.md"", ""location"": ""A7 tar sparse L148"", ""local_key"": ""appx-metadata-0098""}, {""source"": ""APPX/metadata.md"", ""location"": ""C4 L350"", ""local_key"": ""appx-metadata-0196""}]",,,MISSING,none found: v1 profiles omit uid/gid (0) and sparse maps (METADATA_UNSUPPORTED),INSUFFICIENT,"Reader matrix for base-256 ids and PAX 1.0 sparse across GNU tar, bsdtar, busybox, star, Python, Go, 7-Zip.","Which large-id and sparse encodings a future tar profile emits, or densify.",DEC-LEG-068,POST_V1,15; 27
REQ-LEG-0187,legacy,CLAIM_NEEDING_EVIDENCE,"Only typeflag S sparse is refused; GNU pax sparse members (GNU.sparse.* keys, versions 0.0/0.1/1.0) are treated as unknown pax keys, so they appear to import as regular files containing raw sparse maps or condensed data under surrogate names with a success outcome, contradicting the documented refusal of sparse declarations.",code:crates/entrybound/src/legacy/tar.rs,crates/entrybound/src/legacy/tar.rs:888-898 [code-legacy-b-0091],[],"docs/tar-import-v1.md L45-46, L69-71",Spot-checked: the only sparse handling in tar.rs is typeflag S at line 896; no GNU.sparse string exists in the crates.,PARTIAL,"tar.rs:381-383, 888-898, 1256-1261",CONTRADICTED,"Fixtures from GNU tar --sparse --format=pax (0.0, 0.1, 1.0) and bsdtar; verify imported content and outcome.",Whether strict import must refuse any GNU.sparse.* pax key until sparse projection is frozen.,DEC-LEG-020,V1_BLOCKING,15; 25; 29
REQ-LEG-0188,legacy,REQUIREMENT,"SPEC resolves tar hardlinks in one pass with a deferred table (first occurrence wins; a never-appearing target is Irreconcilable); repo resolves against the full path set, accepting forward links and refusing links to non-regular entries or other hardlinks. Table memory bounds, repeated targets, data-bearing links and incumbent behaviour (EB-T002: libarchive reads empty, GNU tar extraction fails) remain open.",SPEC,§3.3a L192 [spec-01-0106],"[{""source"": ""SPEC"", ""location"": ""§3.3a L192"", ""local_key"": ""spec-01-0107""}, {""source"": ""SPEC"", ""location"": ""§3.3a L192"", ""local_key"": ""spec-01-0108""}, {""source"": ""SPEC"", ""location"": ""§3.3a L192"", ""local_key"": ""spec-01-0109""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:692-712"", ""local_key"": ""code-legacy-b-0104""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:692-712"", ""local_key"": ""code-legacy-b-0105""}, {""source"": ""docs/tar-import-v1.md"", ""location"": ""§Projection and safety L42-44"", ""local_key"": ""docs-legacy-0129""}, {""source"": ""R1"", ""location"": ""§0.2 L32"", ""local_key"": ""r1-a-0009""}, {""source"": ""R1"", ""location"": ""§8.3 Tier2 L598"", ""local_key"": ""r1-a-0298""}, {""source"": ""R1"", ""location"": ""§19 Q6 L1060"", ""local_key"": ""r1-b-0306""}, {""source"": ""R3"", ""location"": ""§9 TAR table L498"", ""local_key"": ""r3-a-0161""}, {""source"": ""R3-INSTR"", ""location"": ""cases/manifest.json:288-298; gencases.py:177-180; out/diff2.json:1285-1321"", ""local_key"": ""r3-b-0238""}]",docs/tar-import-v1.md L42-45,"Repo supersedes SPEC's one-pass table with whole-set resolution; R1 says writers must not emit forward links. Duplicate paths are refused first, so 'first occurrence wins' is moot under strict.",IMPLEMENTED,"tar.rs:692-712; tar.rs:915-947 hardlink with data unsupported; tests symlink_and_hardlink_project_to_native_posix_semantics tar.rs:1998-2071, tar.rs:2213-2230.",UNTESTED,"Differential of forward, chained, link-to-symlink and link-to-directory hardlinks across GNU tar, bsdtar, Python tarfile, Go and Rust readers; worst-case unresolved-link memory on adversarial inputs.","What are the strict and compat rules for forward, chained and data-bearing hardlinks?",DEC-LEG-066,V1_IMPORTANT,25; 29
REQ-LEG-0189,legacy,REQUIREMENT,A tar hardlink to a symlink resolves to the symlink ContentObject and the disambiguation is recorded.,SPEC,§3.3a L192 [spec-01-0110],[],docs/tar-import-v1.md §Projection and safety L38-45,Repo tar import projects symlinks and hardlinks; the recorded disambiguation was not located in this audit.,PARTIAL,none found for the specific hardlink-to-symlink resolution record,UNTESTED,Fixture with a hardlink whose target is a symlink; assert EAM projection and provenance resolution.,,,V1_IMPORTANT,18; 29
REQ-LEG-0190,legacy,OPEN_QUESTION,"Header magic and version are observed but never select the layout, so old-GNU or star headers storing atime, ctime, offsets or sparse data in bytes 345-500 are always read as a ustar prefix, risking corrupted paths or UTF-8 refusals.",code:crates/entrybound/src/legacy/tar.rs,crates/entrybound/src/legacy/tar.rs:267-274 [code-legacy-b-0082],[],"docs/tar-import-v1.md L16-18 (dialects), L107-109 (GNU tar not probed)",Inference from code; no fixture.,PARTIAL,tar.rs:267-274 prefix read unconditionally and joined by joined_header_name.,UNTESTED,"Fixtures from GNU tar --format=oldgnu and incremental (-G) archives with atime/ctime, and star/xstar archives, compared with GNU tar and libarchive.",Must the adapter dispatch on POSIX vs GNU magic before interpreting the prefix field?,DEC-LEG-064,V1_IMPORTANT,25
REQ-LEG-0191,legacy,REQUIREMENT,"tar readers must handle octal numeric fields, GNU base-256 (high bit, two's complement) and pax decimal overrides, and sizes above 8 GiB must never be silently truncated whichever encoding carries them.",R1,§3.4(b) L175 [r1-a-0081],"[{""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:1430-1462"", ""local_key"": ""code-legacy-b-0083""}, {""source"": ""R1"", ""location"": ""§8.3 Tier3 L600"", ""local_key"": ""r1-a-0306""}]",docs/tar-import-v1.md L16-18,"Repo accepts octal with leading NUL/space skipping (empty means 0) and base-256 into i64, with pax size overriding header size.",IMPLEMENTED,tar.rs:1430-1462 numeric parsing (overflow is a structure error); tar.rs:275-292 pax size precedence; test ustar_prefix_ancestors_metadata_and_base256_round_trip tar.rs:1827-1864.,SUPPORTED_WITH_LIMITATIONS,"Property tests for maximal base-256 widths, negative mtimes and sizes over 8 GiB in each encoding; differential with GNU tar and Go archive/tar.",,,V1_IMPORTANT,25; 29
REQ-LEG-0192,legacy,INVARIANT,"Resolved tar paths must be UTF-8 LogicalPath values; absolute, Windows-rooted or backslash paths, NUL, empty components, dot components, duplicates, file-as-ancestor and collisions are refused rather than normalised. Tarballs with raw non-UTF-8 names (hdrcharset=BINARY, legacy Linux filesystems) are therefore refused.",docs/tar-import-v1.md,§Projection and safety L48-51 [docs-legacy-0131],"[{""source"": ""docs/tar-import-v1.md"", ""location"": ""§Structure and authorities L18-19; §Projection and safety L48"", ""local_key"": ""docs-legacy-0121""}]",docs/tar-import-v1.md §Projection and safety L48-51,,IMPLEMENTED,tar.rs:1366-1372 path resolution; malformed pax test tar.rs:2178-2191,INSUFFICIENT,Corpus measurement of non-UTF-8 tar member names.,Whether strict tar import refuses or offers an explicit policy for non-UTF-8 names (see model decision non-utf8-native-name-representation).,DEC-LEG-067,V1_BLOCKING,16; 25
REQ-LEG-0193,legacy,INVARIANT,"Pax records require canonical decimal length framing, trailing newline, UTF-8 key and value and a non-empty key; repeated identical keys are Refinement, different values unresolved Divergence. GNU long names disagreeing with the selected pax path, repeated incompatible claims, malformed chains or extensions without a target fail closed. A global pax path applies to every later entry (causing duplicates); links on regular files are refused but a global linkpath is not checked. Authorities render format:structure:instance.",docs/tar-import-v1.md,§Structure and authorities L31-33 [docs-legacy-0124],"[{""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:1172-1254"", ""local_key"": ""code-legacy-b-0123""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:866-878"", ""local_key"": ""code-legacy-b-0112""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:926-934"", ""local_key"": ""code-legacy-b-0118""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:1577-1590"", ""local_key"": ""code-legacy-b-0129""}]","docs/tar-import-v1.md §Structure and authorities L18-19, L31-33",,IMPLEMENTED,"tar.rs:866-934, 1172-1254, 1577-1590; malformed pax test tar.rs:2178-2191",SUPPORTED_WITH_LIMITATIONS,Test global linkpath asymmetry and global path collisions against GNU tar and bsdtar.,,,V1_IMPORTANT,25; 29
REQ-LEG-0194,legacy,FROZEN_DECISION,"tar/pax-v1 emits regular files and directories in canonical order with ustar magic, NUL-terminated octal fields, six-digit checksum; paths use ustar name/prefix when exactly splittable, otherwise per-entry pax path records under PaxHeaders/<16-hex> with base name PaxFiles/<16-hex>; pax carries mtime, path or size beyond octal; mode 0755/0644, uid/gid 0, empty names; directory with executable false and absent mtime are LOSSY; output ends with two zero blocks, no record padding. Pax, not GNU longname, is the only long-path mechanism.",docs/tar-export-v1.md,Status L3 [docs-legacy-0254],"[{""source"": ""docs/tar-export-v1.md"", ""location"": ""§Entries and paths L7-10"", ""local_key"": ""docs-legacy-0255""}, {""source"": ""docs/tar-export-v1.md"", ""location"": ""§pax and timestamps L47"", ""local_key"": ""docs-legacy-0264""}, {""source"": ""docs/tar-export-v1.md"", ""location"": ""§Canonical headers L29-31"", ""local_key"": ""docs-legacy-0260""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1472-1485"", ""local_key"": ""code-legacy-b-0187""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1487-1568"", ""local_key"": ""code-legacy-b-0188""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1579-1621"", ""local_key"": ""code-legacy-b-0189""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1636-1650"", ""local_key"": ""code-legacy-b-0190""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:1652-1678"", ""local_key"": ""code-legacy-b-0191""}]",docs/tar-export-v1.md,,IMPLEMENTED,"export.rs:1472-1680; tests pax_time_and_record_bytes_are_frozen_and_exact export.rs:2584-2592, long_unicode_paths_use_deterministic_target_framing export.rs:2542-2582",SUPPORTED_WITH_LIMITATIONS,"Reader matrix for PaxHeaders naming, missing record padding and ustar/pax choice.",,,V1_IMPORTANT,27; 29
REQ-LEG-0195,legacy,DEFERRED_QUESTION,"Full native POSIX fidelity export (symlinks, hardlinks, ownership, xattrs, ACLs, sparse maps, birthtime, Windows descriptors) requires a future versioned tar/pax-v2 profile rather than editing v1; v1 profiles report ACLs, descriptors, flags and birthtime as LOSSY. Only six profiles exist: no 7z, cpio, standalone stream, OCI layer, tar/pax-v2 or ZIP Unix-extra profile.",docs/legacy-export-v1.md,§POSIX metadata expansion L110-111 [docs-legacy-0232],"[{""source"": ""docs/tar-export-v1.md"", ""location"": ""§pax and timestamps L61-62"", ""local_key"": ""docs-legacy-0270""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:564-572"", ""local_key"": ""code-legacy-b-0138""}, {""source"": ""code:crates/entrybound/src/legacy/export.rs"", ""location"": ""crates/entrybound/src/legacy/export.rs:47-56"", ""local_key"": ""code-legacy-b-0143""}, {""source"": ""docs/platform-fidelity-v1.md"", ""location"": ""platform-fidelity-v1.md §Tooling and portability L78-80"", ""local_key"": ""docs-fs-0259""}, {""source"": ""SPEC"", ""location"": ""§15.2 L1692"", ""local_key"": ""spec-06-0009""}]",docs/legacy-export-v1.md §POSIX metadata expansion L108-111; docs/tar-export-v1.md L58-62,Repo defers SPEC §15.2 examples to future profile versions.,MISSING,"export.rs:47-56, 543-575",INSUFFICIENT,"Assess pax SCHILY.acl.*, SCHILY.xattr.*, LIBARCHIVE.creationtime, GNU.sparse 1.0 and NT security descriptor keys across readers.",Whether tar/pax-v2 (and which keys) is required for v1 migration.,DEC-LEG-029; DEC-LEG-068,V1_IMPORTANT,15; 27; 34
REQ-LEG-0196,legacy,REQUIREMENT,"The tar parser walks exact 512-byte records (source a complete multiple of 512 of at least 1,024 bytes) with checked extents, retains each full header block plus 19 per-field observations, verifies the space-filled checksum accepting unsigned and signed sums, and requires payload padding to be all zero.",docs/tar-import-v1.md,§Structure and authorities L9-13 [docs-legacy-0116],"[{""source"": ""docs/tar-import-v1.md"", ""location"": ""§Structure and authorities L13-14"", ""local_key"": ""docs-legacy-0117""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:187-196"", ""local_key"": ""code-legacy-b-0077""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:259-274"", ""local_key"": ""code-legacy-b-0081""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:293-310"", ""local_key"": ""code-legacy-b-0085""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:312-357"", ""local_key"": ""code-legacy-b-0086""}]","docs/tar-import-v1.md L9-14, L73-75",Repo freeze; SPEC has no counterpart at this granularity.,IMPLEMENTED,tar.rs:187-196 framing; tar.rs:259-357 fields and observations; tar.rs:293-310 zero padding; test strict_tar_rejects_checksum_paths_links_conflicts_and_trailing_garbage tar.rs:1928-1996; bad-checksum probe case agrees with tarfile and bsdtar.,SUPPORTED_WITH_LIMITATIONS,"Differential on nonzero-padding and signed-checksum archives across GNU tar, bsdtar and Python tarfile; prevalence of nonzero padding.",Is refusing nonzero payload padding acceptable given incumbent leniency?,DEC-LEG-069,V1_IMPORTANT,25; 29
