# generated by research/tools/experiments/look_plan.py; do not edit (edit look-ownership-overrides.csv)
decision_id,look_number,look_state,cluster,look_group,tuning_wave,owning_experiment,participating_experiments,tuning_only_experiments,hc_screen_experiments,comparison_owners,ws_source_records,mde_record_path,look_condition,ownership_basis
DEC-INT-047,2,RESERVED,integrity,LG-integrity,1,EXP-INT-005,,,,,research/experiments/EXP-INT-005/record.md,research/normalized/EXP-INT-005/decision/DEC-INT-047-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-001,1,PLANNED,legacy,LG-legacy,1,EXP-CONF-011,,,EXP-LEGACY-001; EXP-LEGACY-002; EXP-LEGACY-005,,research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-CONF-011/decision/DEC-LEG-001-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-001,2,RESERVED,legacy,LG-legacy,1,EXP-CONF-011,,,EXP-LEGACY-001; EXP-LEGACY-002; EXP-LEGACY-005,,research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-CONF-011/decision/DEC-LEG-001-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-002,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-040,EXP-SCALE-009,,EXP-SCALE-002,,research/experiments/EXP-LEGACY-040/record.md; research/experiments/EXP-SCALE-009/record.md,research/normalized/EXP-LEGACY-040/decision/DEC-LEG-002-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-002,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-040,EXP-SCALE-009,,EXP-SCALE-002,,research/experiments/EXP-LEGACY-040/record.md; research/experiments/EXP-SCALE-009/record.md,research/normalized/EXP-LEGACY-040/decision/DEC-LEG-002-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-003,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-040,EXP-ECO-006,,EXP-CONF-001; EXP-LEGACY-051,,research/experiments/EXP-LEGACY-040/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-040/decision/DEC-LEG-003-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-003,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-040,EXP-ECO-006,,EXP-CONF-001; EXP-LEGACY-051,,research/experiments/EXP-LEGACY-040/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-040/decision/DEC-LEG-003-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-004,1,PLANNED,legacy,LG-legacy,1,EXP-CONF-002,,,EXP-CONF-001; EXP-CONF-003; EXP-LEGACY-051,,research/experiments/EXP-CONF-002/record.md,research/normalized/EXP-CONF-002/decision/DEC-LEG-004-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-004,2,RESERVED,legacy,LG-legacy,1,EXP-CONF-002,,,EXP-CONF-001; EXP-CONF-003; EXP-LEGACY-051,,research/experiments/EXP-CONF-002/record.md,research/normalized/EXP-CONF-002/decision/DEC-LEG-004-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-005,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,,,EXP-LEGACY-020; EXP-LEGACY-021,,research/experiments/EXP-LEGACY-010/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-005-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-005,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-010,,,EXP-LEGACY-020; EXP-LEGACY-021,,research/experiments/EXP-LEGACY-010/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-005-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-006,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-ECO-011,,EXP-LEGACY-070,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-ECO-011/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-006-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-006,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-ECO-011,,EXP-LEGACY-070,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-ECO-011/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-006-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-007,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-041,EXP-CONF-011,,EXP-LEGACY-004,,research/experiments/EXP-LEGACY-041/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-LEGACY-041/decision/DEC-LEG-007-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-007,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-041,EXP-CONF-011,,EXP-LEGACY-004,,research/experiments/EXP-LEGACY-041/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-LEGACY-041/decision/DEC-LEG-007-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-008,1,PLANNED,legacy,LG-legacy,4,EXP-ECO-004,EXP-ECO-002,,EXP-LEGACY-031,,research/experiments/EXP-ECO-004/record.md; research/experiments/EXP-ECO-002/record.md,research/normalized/EXP-ECO-004/decision/DEC-LEG-008-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-008,2,RESERVED,legacy,LG-legacy,4,EXP-ECO-004,EXP-ECO-002,,EXP-LEGACY-031,,research/experiments/EXP-ECO-004/record.md; research/experiments/EXP-ECO-002/record.md,research/normalized/EXP-ECO-004/decision/DEC-LEG-008-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-009,1,PLANNED,legacy,LG-legacy,1,EXP-INT-017,EXP-CRYPTO-019; EXP-ECO-007; EXP-ECO-008,,,reproducibility and gate mutation tests: EXP-INT-017; receipt signing and forgery analysis: EXP-CRYPTO-019,research/experiments/EXP-INT-017/record.md; research/experiments/EXP-CRYPTO-019/record.md; research/experiments/EXP-ECO-007/record.md; research/experiments/EXP-ECO-008/record.md,research/normalized/EXP-INT-017/decision/DEC-LEG-009-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,override:integrity C13
DEC-LEG-009,2,RESERVED,legacy,LG-legacy,1,EXP-INT-017,EXP-CRYPTO-019; EXP-ECO-007; EXP-ECO-008,,,reproducibility and gate mutation tests: EXP-INT-017; receipt signing and forgery analysis: EXP-CRYPTO-019,research/experiments/EXP-INT-017/record.md; research/experiments/EXP-CRYPTO-019/record.md; research/experiments/EXP-ECO-007/record.md; research/experiments/EXP-ECO-008/record.md,research/normalized/EXP-INT-017/decision/DEC-LEG-009-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",override:integrity C13
DEC-LEG-010,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-ECO-006,,EXP-LEGACY-070,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-010-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-010,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-ECO-006,,EXP-LEGACY-070,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-010-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-011,1,PLANNED,legacy,LG-legacy,1,EXP-CRYPTO-019,,,,,research/experiments/EXP-CRYPTO-019/record.md,research/normalized/EXP-CRYPTO-019/decision/DEC-LEG-011-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-011,2,RESERVED,legacy,LG-legacy,1,EXP-CRYPTO-019,,,,,research/experiments/EXP-CRYPTO-019/record.md,research/normalized/EXP-CRYPTO-019/decision/DEC-LEG-011-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-012,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-CRYPTO-019,,EXP-LEGACY-001; EXP-LEGACY-003,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-CRYPTO-019/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-012-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-012,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-CRYPTO-019,,EXP-LEGACY-001; EXP-LEGACY-003,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-CRYPTO-019/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-012-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-014,1,PLANNED,legacy,LG-legacy,4,EXP-ECO-014,,,EXP-LEGACY-031,,research/experiments/EXP-ECO-014/record.md,research/normalized/EXP-ECO-014/decision/DEC-LEG-014-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-014,2,RESERVED,legacy,LG-legacy,4,EXP-ECO-014,,,EXP-LEGACY-031,,research/experiments/EXP-ECO-014/record.md,research/normalized/EXP-ECO-014/decision/DEC-LEG-014-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-015,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-030,EXP-PLAT-002,,EXP-LEGACY-006,,research/experiments/EXP-LEGACY-030/record.md; research/experiments/EXP-PLAT-002/record.md,research/normalized/EXP-LEGACY-030/decision/DEC-LEG-015-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-015,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-030,EXP-PLAT-002,,EXP-LEGACY-006,,research/experiments/EXP-LEGACY-030/record.md; research/experiments/EXP-PLAT-002/record.md,research/normalized/EXP-LEGACY-030/decision/DEC-LEG-015-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-016,1,PLANNED,legacy,LG-legacy,2,EXP-CROSSFILE-013,,,EXP-LEGACY-031,,research/experiments/EXP-CROSSFILE-013/record.md,research/normalized/EXP-CROSSFILE-013/decision/DEC-LEG-016-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-016,2,RESERVED,legacy,LG-legacy,2,EXP-CROSSFILE-013,,,EXP-LEGACY-031,,research/experiments/EXP-CROSSFILE-013/record.md,research/normalized/EXP-CROSSFILE-013/decision/DEC-LEG-016-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-017,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-ECO-006,,EXP-LEGACY-070,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-017-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-017,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-ECO-006,,EXP-LEGACY-070,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-017-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-018,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-ECO-006; EXP-ECO-007,,EXP-CONF-012; EXP-LEGACY-031; EXP-LEGACY-034,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-ECO-006/record.md; research/experiments/EXP-ECO-007/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-018-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-018,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-ECO-006; EXP-ECO-007,,EXP-CONF-012; EXP-LEGACY-031; EXP-LEGACY-034,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-ECO-006/record.md; research/experiments/EXP-ECO-007/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-018-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-019,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-SCALE-009,,EXP-SCALE-002,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-SCALE-009/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-019-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-019,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-032,EXP-SCALE-009,,EXP-SCALE-002,,research/experiments/EXP-LEGACY-032/record.md; research/experiments/EXP-SCALE-009/record.md,research/normalized/EXP-LEGACY-032/decision/DEC-LEG-019-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-020,1,PLANNED,legacy,LG-legacy,2,EXP-PLAT-010,EXP-CONF-011,,EXP-LEGACY-002,,research/experiments/EXP-PLAT-010/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-PLAT-010/decision/DEC-LEG-020-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-020,2,RESERVED,legacy,LG-legacy,2,EXP-PLAT-010,EXP-CONF-011,,EXP-LEGACY-002,,research/experiments/EXP-PLAT-010/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-PLAT-010/decision/DEC-LEG-020-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-021,1,PLANNED,legacy,LG-legacy,1,EXP-INT-013,EXP-CONF-011,,EXP-INT-013; EXP-SCALE-002,legacy check strictness: EXP-INT-013,research/experiments/EXP-INT-013/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-INT-013/decision/DEC-LEG-021-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,override:integrity C13
DEC-LEG-021,2,RESERVED,legacy,LG-legacy,1,EXP-INT-013,EXP-CONF-011,,EXP-INT-013; EXP-SCALE-002,legacy check strictness: EXP-INT-013,research/experiments/EXP-INT-013/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-INT-013/decision/DEC-LEG-021-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",override:integrity C13
DEC-LEG-022,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-CONF-011; EXP-LEGACY-040; EXP-LEGACY-041; EXP-SCALE-003; EXP-SCALE-009,,EXP-SCALE-002,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-CONF-011/record.md; research/experiments/EXP-LEGACY-040/record.md; research/experiments/EXP-LEGACY-041/record.md; research/experiments/EXP-SCALE-003/record.md; research/experiments/EXP-SCALE-009/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-022-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-022,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-CONF-011; EXP-LEGACY-040; EXP-LEGACY-041; EXP-SCALE-003; EXP-SCALE-009,,EXP-SCALE-002,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-CONF-011/record.md; research/experiments/EXP-LEGACY-040/record.md; research/experiments/EXP-LEGACY-041/record.md; research/experiments/EXP-SCALE-003/record.md; research/experiments/EXP-SCALE-009/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-022-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-024,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-ECO-011,,EXP-ECO-001; EXP-LEGACY-020; EXP-LEGACY-021,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-ECO-011/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-024-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-024,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-ECO-011,,EXP-ECO-001; EXP-LEGACY-020; EXP-LEGACY-021,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-ECO-011/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-024-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-025,1,PLANNED,legacy,LG-legacy,1,EXP-INT-008,,,EXP-LEGACY-050,,research/experiments/EXP-INT-008/record.md,research/normalized/EXP-INT-008/decision/DEC-LEG-025-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-025,2,RESERVED,legacy,LG-legacy,1,EXP-INT-008,,,EXP-LEGACY-050,,research/experiments/EXP-INT-008/record.md,research/normalized/EXP-INT-008/decision/DEC-LEG-025-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-026,1,PLANNED,legacy,LG-legacy,1,EXP-CONF-011,EXP-ECO-015,,EXP-CONF-003; EXP-LEGACY-070,,research/experiments/EXP-CONF-011/record.md; research/experiments/EXP-ECO-015/record.md,research/normalized/EXP-CONF-011/decision/DEC-LEG-026-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-026,2,RESERVED,legacy,LG-legacy,1,EXP-CONF-011,EXP-ECO-015,,EXP-CONF-003; EXP-LEGACY-070,,research/experiments/EXP-CONF-011/record.md; research/experiments/EXP-ECO-015/record.md,research/normalized/EXP-CONF-011/decision/DEC-LEG-026-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-027,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-033,EXP-CODEC-008,,,,research/experiments/EXP-LEGACY-033/record.md; research/experiments/EXP-CODEC-008/record.md,research/normalized/EXP-LEGACY-033/decision/DEC-LEG-027-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-027,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-033,EXP-CODEC-008,,,,research/experiments/EXP-LEGACY-033/record.md; research/experiments/EXP-CODEC-008/record.md,research/normalized/EXP-LEGACY-033/decision/DEC-LEG-027-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-028,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-030,,,,,research/experiments/EXP-LEGACY-030/record.md,research/normalized/EXP-LEGACY-030/decision/DEC-LEG-028-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-028,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-030,,,,,research/experiments/EXP-LEGACY-030/record.md,research/normalized/EXP-LEGACY-030/decision/DEC-LEG-028-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-029,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-030,EXP-ECO-006,,EXP-LEGACY-006; EXP-LEGACY-020; EXP-LEGACY-021,,research/experiments/EXP-LEGACY-030/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-030/decision/DEC-LEG-029-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-029,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-030,EXP-ECO-006,,EXP-LEGACY-006; EXP-LEGACY-020; EXP-LEGACY-021,,research/experiments/EXP-LEGACY-030/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-LEGACY-030/decision/DEC-LEG-029-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-030,1,PLANNED,legacy,LG-legacy,2,EXP-SCALE-009,EXP-ECO-006,,EXP-ECO-013; EXP-SCALE-002,,research/experiments/EXP-SCALE-009/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-SCALE-009/decision/DEC-LEG-030-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-030,2,RESERVED,legacy,LG-legacy,2,EXP-SCALE-009,EXP-ECO-006,,EXP-ECO-013; EXP-SCALE-002,,research/experiments/EXP-SCALE-009/record.md; research/experiments/EXP-ECO-006/record.md,research/normalized/EXP-SCALE-009/decision/DEC-LEG-030-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-031,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-CONF-011,,EXP-LEGACY-001; EXP-LEGACY-003,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-031-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-031,2,RESERVED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-CONF-011,,EXP-LEGACY-001; EXP-LEGACY-003,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-CONF-011/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-031-look2-mde.json,"only after a documented change, on new validation items from new independence groups committed and fingerprinted before use (section 5.2); otherwise labelled tuning",rule:home-domain>section-overlap>cluster-focus>fewest-decisions
DEC-LEG-032,1,PLANNED,legacy,LG-legacy,2,EXP-LEGACY-010,EXP-PLAT-003,,EXP-LEGACY-001; EXP-LEGACY-003; EXP-LEGACY-006,,research/experiments/EXP-LEGACY-010/record.md; research/experiments/EXP-PLAT-003/record.md,research/normalized/EXP-LEGACY-010/decision/DEC-LEG-032-look1-mde.json,after W and S of every decision in the look group are recorded on tuning (PA-03 rule 2); MDE gate section 4.12 passes,rule:home-domain>section-overlap>cluster-focus>fewest-decisions
